stocks,target_mode,target_column,window_size,feature_pool,min_combo_size,max_combo_size,min_rel_score,tested_combinations,good_combinations,best_val_rel_score,best_test_rel_score,best_features
SIP,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,5,0.045706970858274354,-0.011616026043878902,"atr_gap,volatility_20"
BSI,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.00936451882899525,-0.013982738296908881,"gap_open,bb_width"
PC1,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.021751789300840985,-0.014916628277339417,"lower_shadow,obv_change"
HHV,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.024846112972622514,-0.01872006353551403,"ma_20_gap,macd_signal"
EVF,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,2,0.04082254784282868,-0.018906628040428197,"lower_shadow,above_ma_200"
CMG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,3,0.04975446568785291,-0.020742626751964144,"atr_gap,obv_change"
CTS,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,4,0.03605351263900902,-0.021039518921589506,"gap_open,volatility_20"
BWE,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.021853369481183105,-0.02127382298720648,"gap_open,atr_gap"
SZC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.02116646464602534,-0.02135138520676061,vwap_gap
VRE,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.023997723202778043,-0.022394814774192362,"volatility_20,above_ma_200"
CTG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.062403768483724864,-0.022983265972821743,"atr_gap,bb_width"
VPI,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.014427574536379328,-0.023511584573151945,"ma_20_gap,rolling_max_20_gap"
VIB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,-0.020790388376393576,-0.024182678190816764,"upper_shadow,ma_200_gap"
SJS,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.011502629897956584,-0.02641479078490283,"atr_gap,rolling_max_20_gap"
SBT,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.025792058009963537,-0.026870523436468785,"upper_shadow,ma_200_gap"
CTR,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.022682479176736825,-0.030703286307376176,"intraday_return,momentum_20"
KDC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.0849000446446252,-0.030886890385026344,"momentum_5,momentum_20"
TCB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.07197150565869004,-0.03187922397300169,"momentum_20,rolling_max_20_gap"
HSG,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.013534434709005172,-0.0322744555695309,"volume_ratio_20,obv_change"
TCH,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,6,0.0599250865321902,-0.03373823956227229,"momentum_20,above_ma_200"
GAS,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.0192409730309967,-0.037028271296891235,"close_position,atr_gap"
POW,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.03978494598275828,-0.0387744748126988,"rolling_max_20_gap,macd"
DPM,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.05224775229878609,-0.04089669333427737,"intraday_return,macd"
VCI,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,4,0.04991864001295465,-0.04287178085960641,"lower_shadow,volatility_20"
VCB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,50,0.08502837342326053,-0.04428475778472385,"momentum_20,rolling_max_20_gap"
PPC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,23,0.07479913634804636,-0.04951880706777523,"momentum_20,bb_width"
CTD,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,5,0.06099763425845661,-0.050248960954658806,"upper_shadow,above_ma_200"
FRT,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,6,0.0428166094147171,-0.05332108431181193,"rolling_max_20_gap,bb_width"
SSI,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.030841253258143464,-0.05345784516279539,"volatility_20,bb_width"
PNJ,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.03023059289016905,-0.05560692031497161,"volume_zscore_20,upper_shadow"
VND,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.02590229775602204,-0.05909808886269663,"above_ma_200,macd_signal"
EIB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,0,0.021339609969671325,-0.06060192046324153,"bb_width,macd_hist"
HCM,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,5,0.053820309119227194,-0.06748031873729632,"lower_shadow,atr_gap"
REE,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,1,0.036197802945243995,-0.07135817970583269,"close_position,upper_shadow"
NT2,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,28,0.05124844228073122,-0.07656886409139108,"volume_zscore_20,bb_width"
VJC,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,24,0.061580899167933634,-0.07868694476327631,"gap_open,upper_shadow"
FPT,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,18,0.056782063407521455,-0.08705371305210008,"gap_open,volatility_20"
PTB,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,24,0.0726329265663539,-0.09096690602536706,"lower_shadow,bb_position"
VTP,return,target_next_return,20,"['volume_ratio_20', 'volume_zscore_20', 'intraday_return', 'gap_open', 'close_position', 'upper_shadow', 'lower_shadow', 'momentum_5', 'momentum_20', 'atr_gap', 'volatility_20', 'ma_20_gap', 'ma_200_gap', 'above_ma_200', 'rolling_max_20_gap', 'bb_width', 'bb_position', 'bb_zscore', 'vwap_gap', 'obv_change', 'macd', 'macd_signal', 'macd_hist']",1,2,0.03,276,26,0.05471130116886458,-0.09130187137102963,"momentum_20,macd"
